Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Fitur_Terakhir
train,ikan14,13,-,0.0,0.0,-0.158217,-0.037954,3.060127,-0.073492,0.0,-0.155634,-0.085228,0.0,-0.185232,-0.02053,-0.132959,-0.265389,0.0,0.0,-0.069192,-0.14549,-0.011816,0.0,-0.034009,-0.127701,-0.145958,-0.162515,-0.017497,-0.151543,0.0,-0.151491,-0.007882,0.356017,-0.121945,-0.02327,-0.008308,-0.084948,-0.039217,-0.003247,0.0,-0.217107,-0.095209,0.289984,-0.287317,0.0,0.0,-0.068526,-0.01598,-0.303574,-0.105621,-0.144311,-0.010186,-0.063039,0.0
train,ikan14,15,-,0.0,0.0,-0.157107,-0.03087,3.046177,-0.067952,0.0,-0.152791,-0.085739,0.0,-0.185926,-0.017343,-0.132191,-0.263597,0.0,0.0,-0.069212,-0.142889,-0.009509,0.0,-0.033195,-0.118512,-0.147373,-0.155648,-0.013499,-0.153824,0.0,-0.140246,-0.0063,0.381748,-0.119836,-0.01592,-0.010061,-0.079129,-0.041197,-0.004768,0.0,-0.212094,-0.099329,0.264785,-0.286637,0.0,0.0,-0.055566,-0.011651,-0.301732,-0.114803,-0.145534,-0.008144,-0.078493,0.0
train,ikan14,15,-,0.0,0.0,-0.15915,-0.031457,3.059512,-0.070256,0.0,-0.155406,-0.083586,0.0,-0.188534,-0.018818,-0.134959,-0.263899,0.0,0.0,-0.069477,-0.144274,-0.010357,0.0,-0.034772,-0.127085,-0.146798,-0.146379,-0.012474,-0.152334,0.0,-0.14421,-0.008068,0.374728,-0.121374,-0.014982,-0.009244,-0.076586,-0.041309,-0.006515,0.0,-0.208217,-0.104339,0.253727,-0.284964,0.0,0.0,-0.058829,-0.010946,-0.301703,-0.109656,-0.147165,-0.008883,-0.071887,0.0
train,ikan14,15,-,0.0,0.0,-0.161432,-0.032258,3.094128,-0.0718,0.0,-0.157309,-0.086784,0.0,-0.191609,-0.020385,-0.135405,-0.264247,0.0,0.0,-0.069324,-0.144412,-0.009634,0.0,-0.035741,-0.124294,-0.148069,-0.149665,-0.013072,-0.151779,0.0,-0.140487,-0.007556,0.374788,-0.12248,-0.014577,-0.010313,-0.077893,-0.042446,-0.006524,0.0,-0.212078,-0.105192,0.263097,-0.286421,0.0,0.0,-0.06034,-0.011129,-0.303947,-0.109353,-0.147294,-0.006826,-0.069002,0.0
train,ikan14,15,-,0.0,0.0,-0.158878,-0.031692,3.060194,-0.07042,0.0,-0.155785,-0.08458,0.0,-0.188658,-0.018964,-0.135169,-0.263905,0.0,0.0,-0.069373,-0.144276,-0.010679,0.0,-0.035195,-0.127863,-0.146594,-0.146252,-0.012751,-0.152286,0.0,-0.145465,-0.008398,0.373748,-0.121975,-0.015308,-0.00963,-0.076331,-0.041616,-0.006808,0.0,-0.208687,-0.104182,0.252559,-0.285068,0.0,0.0,-0.059259,-0.011088,-0.301418,-0.109151,-0.147608,-0.008997,-0.070444,0.0
train,ikan14,15,-,0.0,0.0,-0.157976,-0.037872,3.073339,-0.078207,0.0,-0.159671,-0.097838,0.0,-0.185456,-0.025372,-0.136182,-0.266741,0.0,0.0,-0.07194,-0.140908,-0.012718,-0.002638,-0.037611,-0.127455,-0.152644,-0.165383,-0.021947,-0.153018,0.0,-0.146032,-0.009859,0.351423,-0.121955,-0.02793,-0.012732,-0.07887,-0.044357,-0.00287,0.0,-0.211894,-0.099694,0.304974,-0.290184,0.0,0.0,-0.068582,-0.014627,-0.303258,-0.106945,-0.143061,-0.011661,-0.065924,0.0
train,ikan14,15,-,0.0,0.0,-0.155629,-0.038431,3.022769,-0.072423,0.0,-0.155189,-0.088539,0.0,-0.181469,-0.021001,-0.138738,-0.259832,0.0,0.0,-0.070634,-0.144938,-0.012922,0.0,-0.037533,-0.126854,-0.147391,-0.156739,-0.018071,-0.15191,0.0,-0.151731,-0.009197,0.351374,-0.121558,-0.02394,-0.008868,-0.082141,-0.041425,-0.002692,0.0,-0.207367,-0.098755,0.284336,-0.2845,0.0,0.0,-0.071752,-0.015144,-0.297675,-0.10677,-0.143213,-0.01128,-0.064358,0.0
train,ikan15,07,insang,0.0,0.0,-0.161189,-0.032905,3.042693,-0.071453,0.0,-0.155371,-0.077685,0.0,-0.188624,-0.018962,-0.132917,-0.267358,0.0,0.0,-0.074312,-0.142454,-0.009833,0.0,-0.035969,-0.118487,-0.148972,-0.156718,-0.01381,-0.152629,0.0,-0.136192,-0.007244,0.377755,-0.114717,-0.015371,-0.007475,-0.083903,-0.042408,-0.005459,0.0,-0.219646,-0.104447,0.283131,-0.292018,0.0,0.0,-0.057601,-0.010896,-0.309374,-0.117789,-0.14369,-0.006714,-0.089827,0.0
train,ikan15,07,insang,0.0,0.0,-0.164414,-0.03455,3.06724,-0.074898,0.0,-0.156575,-0.076237,0.0,-0.188985,-0.022135,-0.134213,-0.26538,0.0,0.0,-0.074247,-0.143805,-0.010158,0.0,-0.036629,-0.123788,-0.148323,-0.151665,-0.012482,-0.150497,0.0,-0.136862,-0.008255,0.372808,-0.113949,-0.014271,-0.006345,-0.082935,-0.042451,-0.007279,0.0,-0.219042,-0.106566,0.284046,-0.289977,0.0,0.0,-0.060963,-0.009727,-0.309421,-0.114074,-0.144889,-0.006833,-0.085971,0.0
train,ikan15,07,insang,0.0,0.0,-0.162172,-0.033304,3.078687,-0.075395,0.0,-0.155967,-0.081809,0.0,-0.187399,-0.022301,-0.133859,-0.263586,0.0,0.0,-0.07451,-0.143777,-0.010532,0.0,-0.037743,-0.120936,-0.149431,-0.149067,-0.012676,-0.150863,0.0,-0.135201,-0.008593,0.371933,-0.11466,-0.014036,-0.008963,-0.078952,-0.041236,-0.007545,0.0,-0.219738,-0.10675,0.290134,-0.290439,0.0,0.0,-0.062207,-0.009681,-0.310596,-0.1168,-0.144625,-0.006873,-0.085969,0.0
train,ikan15,07,insang,0.0,0.0,-0.16398,-0.034681,3.071064,-0.07487,0.0,-0.156762,-0.077556,0.0,-0.189457,-0.022152,-0.134279,-0.265027,0.0,0.0,-0.074232,-0.14396,-0.010287,0.0,-0.036843,-0.124271,-0.148214,-0.15096,-0.012637,-0.150517,0.0,-0.137968,-0.008665,0.371873,-0.11448,-0.014536,-0.006561,-0.082813,-0.042755,-0.007442,0.0,-0.219535,-0.106368,0.28474,-0.29018,0.0,0.0,-0.061332,-0.009832,-0.309548,-0.114152,-0.145316,-0.006954,-0.084229,0.0
train,ikan15,07,insang,0.0,0.0,-0.15717,-0.038876,3.073494,-0.076088,0.0,-0.161972,-0.098855,0.0,-0.185781,-0.025225,-0.136642,-0.2598,0.0,0.0,-0.075303,-0.139457,-0.014211,-0.006609,-0.040512,-0.125298,-0.151016,-0.166786,-0.024456,-0.153377,0.0,-0.14337,-0.012937,0.349441,-0.118193,-0.028993,-0.00932,-0.079688,-0.045994,-0.00268,0.0,-0.211438,-0.101444,0.317749,-0.290026,0.0,0.0,-0.070741,-0.014427,-0.300524,-0.114144,-0.142752,-0.0143,-0.063096,0.0
train,ikan15,07,insang,0.0,0.0,-0.156242,-0.039604,3.05712,-0.075341,0.0,-0.159415,-0.087254,0.0,-0.181842,-0.025864,-0.140591,-0.262828,0.0,0.0,-0.07185,-0.145571,-0.011837,0.0,-0.035952,-0.123775,-0.145038,-0.166896,-0.018769,-0.151049,0.0,-0.148136,-0.009885,0.343778,-0.115108,-0.022418,-0.007541,-0.085184,-0.040357,-0.002302,0.0,-0.213407,-0.09552,0.309328,-0.290095,0.0,0.0,-0.072071,-0.013693,-0.304029,-0.112052,-0.142807,-0.010824,-0.070414,0.0
train,ikan15,09,insang,0.0,0.0,-0.161189,-0.032905,3.042693,-0.071453,0.0,-0.155371,-0.077685,0.0,-0.188624,-0.018962,-0.132917,-0.267358,0.0,0.0,-0.074312,-0.142454,-0.009833,0.0,-0.035969,-0.118487,-0.148972,-0.156718,-0.01381,-0.152629,0.0,-0.136192,-0.007244,0.377755,-0.114717,-0.015371,-0.007475,-0.083903,-0.042408,-0.005459,0.0,-0.219646,-0.104447,0.283131,-0.292018,0.0,0.0,-0.057601,-0.010896,-0.309374,-0.117789,-0.14369,-0.006714,-0.089827,0.0
train,ikan15,09,insang,0.0,0.0,-0.164414,-0.03455,3.06724,-0.074898,0.0,-0.156575,-0.076237,0.0,-0.188985,-0.022135,-0.134213,-0.26538,0.0,0.0,-0.074247,-0.143805,-0.010158,0.0,-0.036629,-0.123788,-0.148323,-0.151665,-0.012482,-0.150497,0.0,-0.136862,-0.008255,0.372808,-0.113949,-0.014271,-0.006345,-0.082935,-0.042451,-0.007279,0.0,-0.219042,-0.106566,0.284046,-0.289977,0.0,0.0,-0.060963,-0.009727,-0.309421,-0.114074,-0.144889,-0.006833,-0.085971,0.0
train,ikan15,09,insang,0.0,0.0,-0.162172,-0.033304,3.078687,-0.075395,0.0,-0.155967,-0.081809,0.0,-0.187399,-0.022301,-0.133859,-0.263586,0.0,0.0,-0.07451,-0.143777,-0.010532,0.0,-0.037743,-0.120936,-0.149431,-0.149067,-0.012676,-0.150863,0.0,-0.135201,-0.008593,0.371933,-0.11466,-0.014036,-0.008963,-0.078952,-0.041236,-0.007545,0.0,-0.219738,-0.10675,0.290134,-0.290439,0.0,0.0,-0.062207,-0.009681,-0.310596,-0.1168,-0.144625,-0.006873,-0.085969,0.0
train,ikan15,09,insang,0.0,0.0,-0.16398,-0.034681,3.071064,-0.07487,0.0,-0.156762,-0.077556,0.0,-0.189457,-0.022152,-0.134279,-0.265027,0.0,0.0,-0.074232,-0.14396,-0.010287,0.0,-0.036843,-0.124271,-0.148214,-0.15096,-0.012637,-0.150517,0.0,-0.137968,-0.008665,0.371873,-0.11448,-0.014536,-0.006561,-0.082813,-0.042755,-0.007442,0.0,-0.219535,-0.106368,0.28474,-0.29018,0.0,0.0,-0.061332,-0.009832,-0.309548,-0.114152,-0.145316,-0.006954,-0.084229,0.0
train,ikan15,09,insang,0.0,0.0,-0.15717,-0.038876,3.073494,-0.076088,0.0,-0.161972,-0.098855,0.0,-0.185781,-0.025225,-0.136642,-0.2598,0.0,0.0,-0.075303,-0.139457,-0.014211,-0.006609,-0.040512,-0.125298,-0.151016,-0.166786,-0.024456,-0.153377,0.0,-0.14337,-0.012937,0.349441,-0.118193,-0.028993,-0.00932,-0.079688,-0.045994,-0.00268,0.0,-0.211438,-0.101444,0.317749,-0.290026,0.0,0.0,-0.070741,-0.014427,-0.300524,-0.114144,-0.142752,-0.0143,-0.063096,0.0
train,ikan15,09,insang,0.0,0.0,-0.156242,-0.039604,3.05712,-0.075341,0.0,-0.159415,-0.087254,0.0,-0.181842,-0.025864,-0.140591,-0.262828,0.0,0.0,-0.07185,-0.145571,-0.011837,0.0,-0.035952,-0.123775,-0.145038,-0.166896,-0.018769,-0.151049,0.0,-0.148136,-0.009885,0.343778,-0.115108,-0.022418,-0.007541,-0.085184,-0.040357,-0.002302,0.0,-0.213407,-0.09552,0.309328,-0.290095,0.0,0.0,-0.072071,-0.013693,-0.304029,-0.112052,-0.142807,-0.010824,-0.070414,0.0
train,ikan15,11,insang,0.0,0.0,-0.154236,-0.031218,3.044217,-0.066949,0.0,-0.154452,-0.082386,0.0,-0.185261,-0.017413,-0.130421,-0.259007,0.0,0.0,-0.067744,-0.141322,-0.008776,0.0,-0.033775,-0.120002,-0.145915,-0.154329,-0.013543,-0.152775,0.0,-0.135863,-0.005799,0.375036,-0.114172,-0.013721,-0.009251,-0.081701,-0.042075,-0.00256,0.0,-0.215845,-0.103151,0.271569,-0.289972,0.0,0.0,-0.058427,-0.011702,-0.30151,-0.113598,-0.144164,-0.007616,-0.084003,0.0
train,ikan15,11,insang,0.0,0.0,-0.156554,-0.030846,3.073009,-0.06869,0.0,-0.156613,-0.07923,0.0,-0.187817,-0.018887,-0.132519,-0.262904,0.0,0.0,-0.067703,-0.142367,-0.009389,0.0,-0.035207,-0.127264,-0.146796,-0.151943,-0.01262,-0.151031,0.0,-0.137812,-0.006324,0.368012,-0.113332,-0.012529,-0.00777,-0.079484,-0.041549,-0.003152,0.0,-0.216151,-0.107888,0.270922,-0.291347,0.0,0.0,-0.060743,-0.010887,-0.305626,-0.108974,-0.144764,-0.008764,-0.08171,0.0
train,ikan15,11,insang,0.0,0.0,-0.15162,-0.030862,3.039064,-0.068567,0.0,-0.152885,-0.077448,0.0,-0.183941,-0.019034,-0.130892,-0.262124,0.0,0.0,-0.067827,-0.141417,-0.010851,0.0,-0.034727,-0.124341,-0.14468,-0.147702,-0.013121,-0.151675,0.0,-0.138855,-0.006462,0.367411,-0.112994,-0.014039,-0.0105,-0.07621,-0.041417,-0.004373,0.0,-0.207308,-0.103765,0.264185,-0.287709,0.0,0.0,-0.060237,-0.011059,-0.302663,-0.109134,-0.145145,-0.005749,-0.083125,0.0
train,ikan15,11,insang,0.0,0.0,-0.155409,-0.03092,3.070744,-0.068822,0.0,-0.156551,-0.079383,0.0,-0.187808,-0.018973,-0.132417,-0.262318,0.0,0.0,-0.067679,-0.142392,-0.009703,0.0,-0.035338,-0.127759,-0.146612,-0.151071,-0.012791,-0.151009,0.0,-0.138868,-0.006494,0.366501,-0.113741,-0.012837,-0.007921,-0.079331,-0.041755,-0.003175,0.0,-0.216688,-0.107654,0.27006,-0.290333,0.0,0.0,-0.061149,-0.011018,-0.30497,-0.108371,-0.144914,-0.008797,-0.079414,0.0
train,ikan15,11,insang,0.0,0.0,-0.153858,-0.037603,3.047146,-0.075615,0.0,-0.159246,-0.090077,0.0,-0.182173,-0.024939,-0.135821,-0.260632,0.0,0.0,-0.073031,-0.138423,-0.013269,-0.00448,-0.038671,-0.127886,-0.148626,-0.16671,-0.022292,-0.153053,0.0,-0.141676,-0.011436,0.342121,-0.117491,-0.03088,-0.010923,-0.082348,-0.045472,-0.004061,0.0,-0.212514,-0.107205,0.318268,-0.292784,0.0,0.0,-0.071442,-0.013826,-0.304069,-0.107391,-0.14193,-0.01383,-0.071919,0.0
train,ikan15,11,insang,0.0,0.0,-0.156391,-0.035899,3.049801,-0.072981,0.0,-0.159967,-0.087122,0.0,-0.188044,-0.024582,-0.143176,-0.261648,0.0,0.0,-0.0701,-0.141931,-0.014215,-0.001578,-0.038177,-0.128145,-0.151266,-0.162566,-0.021875,-0.152658,0.0,-0.151962,-0.008941,0.340512,-0.119615,-0.028169,-0.009539,-0.082986,-0.041657,-0.002483,0.0,-0.216169,-0.100685,0.297862,-0.294784,0.0,0.0,-0.071634,-0.016948,-0.305098,-0.112585,-0.14224,-0.013625,-0.066708,0.0
train,ikan15,13,insang,0.0,0.0,-0.154236,-0.031218,3.044217,-0.066949,0.0,-0.154452,-0.082386,0.0,-0.185261,-0.017413,-0.130421,-0.259007,0.0,0.0,-0.067744,-0.141322,-0.008776,0.0,-0.033775,-0.120002,-0.145915,-0.154329,-0.013543,-0.152775,0.0,-0.135863,-0.005799,0.375036,-0.114172,-0.013721,-0.009251,-0.081701,-0.042075,-0.00256,0.0,-0.215845,-0.103151,0.271569,-0.289972,0.0,0.0,-0.058427,-0.011702,-0.30151,-0.113598,-0.144164,-0.007616,-0.084003,0.0
train,ikan15,13,insang,0.0,0.0,-0.156554,-0.030846,3.073009,-0.06869,0.0,-0.156613,-0.07923,0.0,-0.187817,-0.018887,-0.132519,-0.262904,0.0,0.0,-0.067703,-0.142367,-0.009389,0.0,-0.035207,-0.127264,-0.146796,-0.151943,-0.01262,-0.151031,0.0,-0.137812,-0.006324,0.368012,-0.113332,-0.012529,-0.00777,-0.079484,-0.041549,-0.003152,0.0,-0.216151,-0.107888,0.270922,-0.291347,0.0,0.0,-0.060743,-0.010887,-0.305626,-0.108974,-0.144764,-0.008764,-0.08171,0.0
train,ikan15,13,insang,0.0,0.0,-0.15162,-0.030862,3.039064,-0.068567,0.0,-0.152885,-0.077448,0.0,-0.183941,-0.019034,-0.130892,-0.262124,0.0,0.0,-0.067827,-0.141417,-0.010851,0.0,-0.034727,-0.124341,-0.14468,-0.147702,-0.013121,-0.151675,0.0,-0.138855,-0.006462,0.367411,-0.112994,-0.014039,-0.0105,-0.07621,-0.041417,-0.004373,0.0,-0.207308,-0.103765,0.264185,-0.287709,0.0,0.0,-0.060237,-0.011059,-0.302663,-0.109134,-0.145145,-0.005749,-0.083125,0.0
train,ikan15,13,insang,0.0,0.0,-0.155409,-0.03092,3.070744,-0.068822,0.0,-0.156551,-0.079383,0.0,-0.187808,-0.018973,-0.132417,-0.262318,0.0,0.0,-0.067679,-0.142392,-0.009703,0.0,-0.035338,-0.127759,-0.146612,-0.151071,-0.012791,-0.151009,0.0,-0.138868,-0.006494,0.366501,-0.113741,-0.012837,-0.007921,-0.079331,-0.041755,-0.003175,0.0,-0.216688,-0.107654,0.27006,-0.290333,0.0,0.0,-0.061149,-0.011018,-0.30497,-0.108371,-0.144914,-0.008797,-0.079414,0.0
train,ikan15,13,insang,0.0,0.0,-0.153858,-0.037603,3.047146,-0.075615,0.0,-0.159246,-0.090077,0.0,-0.182173,-0.024939,-0.135821,-0.260632,0.0,0.0,-0.073031,-0.138423,-0.013269,-0.00448,-0.038671,-0.127886,-0.148626,-0.16671,-0.022292,-0.153053,0.0,-0.141676,-0.011436,0.342121,-0.117491,-0.03088,-0.010923,-0.082348,-0.045472,-0.004061,0.0,-0.212514,-0.107205,0.318268,-0.292784,0.0,0.0,-0.071442,-0.013826,-0.304069,-0.107391,-0.14193,-0.01383,-0.071919,0.0
train,ikan15,13,insang,0.0,0.0,-0.156391,-0.035899,3.049801,-0.072981,0.0,-0.159967,-0.087122,0.0,-0.188044,-0.024582,-0.143176,-0.261648,0.0,0.0,-0.0701,-0.141931,-0.014215,-0.001578,-0.038177,-0.128145,-0.151266,-0.162566,-0.021875,-0.152658,0.0,-0.151962,-0.008941,0.340512,-0.119615,-0.028169,-0.009539,-0.082986,-0.041657,-0.002483,0.0,-0.216169,-0.100685,0.297862,-0.294784,0.0,0.0,-0.071634,-0.016948,-0.305098,-0.112585,-0.14224,-0.013625,-0.066708,0.0
train,ikan15,15,insang,0.0,0.0,-0.158795,-0.029164,3.052655,-0.068081,0.0,-0.156744,-0.081468,0.0,-0.18768,-0.018225,-0.129995,-0.267232,0.0,0.0,-0.07074,-0.141797,-0.010004,0.0,-0.033562,-0.118286,-0.147213,-0.15578,-0.013515,-0.154224,0.0,-0.135905,-0.005901,0.372703,-0.116403,-0.014442,-0.007039,-0.084043,-0.040851,-0.003803,0.0,-0.220058,-0.103493,0.279081,-0.294213,0.0,0.0,-0.056767,-0.01146,-0.307605,-0.115895,-0.144093,-0.006459,-0.087274,0.0
train,ikan15,15,insang,0.0,0.0,-0.16019,-0.028877,3.078225,-0.070101,0.0,-0.158475,-0.077118,0.0,-0.188542,-0.020105,-0.131332,-0.266977,0.0,0.0,-0.070874,-0.142854,-0.010714,0.0,-0.034931,-0.125088,-0.147162,-0.150183,-0.01238,-0.15233,0.0,-0.137024,-0.006205,0.364135,-0.115989,-0.013498,-0.005586,-0.082676,-0.040614,-0.004901,0.0,-0.21948,-0.107485,0.271222,-0.29342,0.0,0.0,-0.060114,-0.010467,-0.308382,-0.110324,-0.144923,-0.006959,-0.085225,0.0
train,ikan15,15,insang,0.0,0.0,-0.154012,-0.029466,3.066216,-0.071397,-4e-06,-0.155414,-0.072143,0.0,-0.185229,-0.020444,-0.131223,-0.271015,0.0,0.0,-0.070894,-0.142205,-0.012323,0.0,-0.035641,-0.12377,-0.14558,-0.149997,-0.010679,-0.152987,0.0,-0.139073,-0.006565,0.364052,-0.113677,-0.013196,-0.008639,-0.076879,-0.039604,-0.005298,0.0,-0.218376,-0.10561,0.27591,-0.291995,0.0,0.0,-0.061063,-0.010473,-0.309656,-0.109429,-0.1454,-0.005908,-0.089467,0.0
train,ikan15,15,insang,0.0,0.0,-0.159136,-0.029064,3.078451,-0.070424,0.0,-0.158467,-0.07777,0.0,-0.188416,-0.020268,-0.131234,-0.267014,0.0,0.0,-0.070847,-0.142849,-0.010822,0.0,-0.035112,-0.125571,-0.146956,-0.149357,-0.012557,-0.152286,0.0,-0.137985,-0.006456,0.363234,-0.116454,-0.013803,-0.005664,-0.082617,-0.040926,-0.005073,0.0,-0.219939,-0.107323,0.270745,-0.293371,0.0,0.0,-0.060469,-0.01062,-0.308336,-0.11013,-0.145218,-0.006863,-0.084238,0.0
train,ikan15,15,insang,0.0,0.0,-0.152515,-0.038085,3.053514,-0.074837,0.0,-0.159908,-0.096481,0.0,-0.18316,-0.025868,-0.135157,-0.261535,0.0,0.0,-0.07526,-0.139911,-0.013327,-0.004062,-0.038341,-0.12531,-0.149635,-0.166409,-0.021623,-0.153499,0.0,-0.142261,-0.012166,0.3421,-0.121339,-0.030101,-0.010383,-0.08034,-0.043497,-0.002816,0.0,-0.213745,-0.106098,0.323271,-0.291545,0.0,0.0,-0.072064,-0.014859,-0.302145,-0.108683,-0.14199,-0.015703,-0.068325,0.0
train,ikan15,15,insang,0.0,0.0,-0.157177,-0.034975,3.053648,-0.074227,0.0,-0.160881,-0.081585,0.0,-0.186255,-0.025012,-0.140816,-0.264211,0.0,0.0,-0.072801,-0.143078,-0.012696,-0.000271,-0.038325,-0.126846,-0.150782,-0.160026,-0.018567,-0.153194,0.0,-0.150795,-0.008712,0.347767,-0.119154,-0.02378,-0.007265,-0.083729,-0.041791,-0.002252,0.0,-0.21686,-0.09863,0.292607,-0.291666,0.0,0.0,-0.070874,-0.015968,-0.304253,-0.113347,-0.141786,-0.011524,-0.068766,0.0
train,ikan15,07,mata,0.0,0.0,-0.165795,-0.031727,3.109636,-0.068682,0.0,-0.156939,-0.080686,0.0,-0.187971,-0.017284,-0.134333,-0.262757,0.0,0.0,-0.0703,-0.143682,-0.009755,0.0,-0.03399,-0.119333,-0.149668,-0.155057,-0.013192,-0.152929,0.0,-0.135405,-0.005884,0.371785,-0.117845,-0.013865,-0.007872,-0.082735,-0.03978,-0.004712,0.0,-0.213217,-0.103757,0.279434,-0.293592,0.0,0.0,-0.055544,-0.010412,-0.310055,-0.117004,-0.145608,-0.003614,-0.082391,0.0
train,ikan15,07,mata,0.0,0.0,-0.172662,-0.032031,3.127066,-0.074975,0.0,-0.164123,-0.078476,0.0,-0.191318,-0.021987,-0.140073,-0.260088,0.0,0.0,-0.071237,-0.145289,-0.010643,0.0,-0.03554,-0.129476,-0.152344,-0.144876,-0.010825,-0.150273,0.0,-0.136538,-0.007822,0.359527,-0.118055,-0.01257,-0.006482,-0.081037,-0.038869,-0.007798,0.0,-0.208439,-0.109932,0.279623,-0.293192,0.0,0.0,-0.059928,-0.00813,-0.311018,-0.115376,-0.147369,-0.00408,-0.078439,0.0
train,ikan15,07,mata,0.0,0.0,-0.170178,-0.031921,3.127304,-0.074274,0.0,-0.163565,-0.081119,0.0,-0.188004,-0.022319,-0.139443,-0.260779,0.0,0.0,-0.070922,-0.145477,-0.012195,0.0,-0.037179,-0.13132,-0.151711,-0.145325,-0.010021,-0.150141,0.0,-0.14208,-0.008545,0.357721,-0.117685,-0.012645,-0.006032,-0.07486,-0.039322,-0.007984,0.0,-0.210025,-0.108168,0.284287,-0.295704,0.0,0.0,-0.057268,-0.009252,-0.309525,-0.11364,-0.147892,-0.009457,-0.073676,0.0
train,ikan15,07,mata,0.0,0.0,-0.172533,-0.032106,3.128738,-0.075372,0.0,-0.164797,-0.079807,0.0,-0.191171,-0.022512,-0.14036,-0.259577,0.0,0.0,-0.071241,-0.145237,-0.010834,0.0,-0.03583,-0.130788,-0.153389,-0.143534,-0.010944,-0.150146,0.0,-0.13736,-0.008099,0.358787,-0.118395,-0.012749,-0.006585,-0.08089,-0.039123,-0.008156,0.0,-0.208663,-0.109745,0.279025,-0.293245,0.0,0.0,-0.060288,-0.008135,-0.310824,-0.115007,-0.147561,-0.003996,-0.077292,0.0
train,ikan15,07,mata,0.0,0.0,-0.176437,-0.039101,3.11276,-0.078692,0.0,-0.162855,-0.100357,0.0,-0.188803,-0.027753,-0.141982,-0.255979,0.0,0.0,-0.074033,-0.141914,-0.014295,-0.003452,-0.040641,-0.130904,-0.164056,-0.156907,-0.019993,-0.152216,0.0,-0.142155,-0.013475,0.348205,-0.123232,-0.025719,-0.008846,-0.079809,-0.045199,-0.004823,0.0,-0.205733,-0.106267,0.325934,-0.289125,0.0,0.0,-0.074311,-0.012809,-0.302469,-0.114214,-0.146232,-0.010513,-0.063901,0.0
train,ikan15,07,mata,0.0,0.0,-0.164706,-0.03729,3.075918,-0.079096,-1.9e-05,-0.159091,-0.080531,0.0,-0.185173,-0.027616,-0.145915,-0.257686,0.0,0.0,-0.070607,-0.143947,-0.012869,-0.002019,-0.036844,-0.127236,-0.153583,-0.158147,-0.018737,-0.149853,0.0,-0.15189,-0.009386,0.337813,-0.117528,-0.023526,-0.007257,-0.082107,-0.040071,-0.0048,0.0,-0.20852,-0.1008,0.290535,-0.289736,0.0,0.0,-0.072089,-0.014655,-0.306837,-0.112804,-0.142472,-0.009357,-0.06318,0.0
train,ikan15,09,mata,0.0,0.0,-0.165795,-0.031727,3.109636,-0.068682,0.0,-0.156939,-0.080686,0.0,-0.187971,-0.017284,-0.134333,-0.262757,0.0,0.0,-0.0703,-0.143682,-0.009755,0.0,-0.03399,-0.119333,-0.149668,-0.155057,-0.013192,-0.152929,0.0,-0.135405,-0.005884,0.371785,-0.117845,-0.013865,-0.007872,-0.082735,-0.03978,-0.004712,0.0,-0.213217,-0.103757,0.279434,-0.293592,0.0,0.0,-0.055544,-0.010412,-0.310055,-0.117004,-0.145608,-0.003614,-0.082391,0.0
train,ikan15,09,mata,0.0,0.0,-0.172662,-0.032031,3.127066,-0.074975,0.0,-0.164123,-0.078476,0.0,-0.191318,-0.021987,-0.140073,-0.260088,0.0,0.0,-0.071237,-0.145289,-0.010643,0.0,-0.03554,-0.129476,-0.152344,-0.144876,-0.010825,-0.150273,0.0,-0.136538,-0.007822,0.359527,-0.118055,-0.01257,-0.006482,-0.081037,-0.038869,-0.007798,0.0,-0.208439,-0.109932,0.279623,-0.293192,0.0,0.0,-0.059928,-0.00813,-0.311018,-0.115376,-0.147369,-0.00408,-0.078439,0.0
train,ikan15,09,mata,0.0,0.0,-0.170178,-0.031921,3.127304,-0.074274,0.0,-0.163565,-0.081119,0.0,-0.188004,-0.022319,-0.139443,-0.260779,0.0,0.0,-0.070922,-0.145477,-0.012195,0.0,-0.037179,-0.13132,-0.151711,-0.145325,-0.010021,-0.150141,0.0,-0.14208,-0.008545,0.357721,-0.117685,-0.012645,-0.006032,-0.07486,-0.039322,-0.007984,0.0,-0.210025,-0.108168,0.284287,-0.295704,0.0,0.0,-0.057268,-0.009252,-0.309525,-0.11364,-0.147892,-0.009457,-0.073676,0.0
train,ikan15,09,mata,0.0,0.0,-0.172533,-0.032106,3.128738,-0.075372,0.0,-0.164797,-0.079807,0.0,-0.191171,-0.022512,-0.14036,-0.259577,0.0,0.0,-0.071241,-0.145237,-0.010834,0.0,-0.03583,-0.130788,-0.153389,-0.143534,-0.010944,-0.150146,0.0,-0.13736,-0.008099,0.358787,-0.118395,-0.012749,-0.006585,-0.08089,-0.039123,-0.008156,0.0,-0.208663,-0.109745,0.279025,-0.293245,0.0,0.0,-0.060288,-0.008135,-0.310824,-0.115007,-0.147561,-0.003996,-0.077292,0.0
